Language,Ground Truth,Predicted,CER,WER,MER,Confidence,Status
kannada.txt,ಮಕ್ಕಳು ಮೈದಾನದಲ್ಲಿ ಕ್ರಿಕೆಟ್ ಆಡುತ್ತಿದ್ದರು।,ಮಕ್ಕಳು ಮೈದಾನದಲ್ಲಿ ಕ್ರಿಕೆಟ್ ಆಡುತ್ತಿದ್ದರು।,0.0,0.0,0.0,0.8358,CORRECT
kannada.txt,ಅವನು ಪರೀಕ್ಷೆಯಲ್ಲಿ ಪ್ರಥಮ ಸ್ಥಾನ ಪಡೆದನು।,ಅವನು ಪರೀಕ್ಷೆಯಲ್ಲಿ ಪ್ರಥಮ ಸ್ಥಾನ ಪಡೆದನು।,0.0,0.0,0.0,0.8485,CORRECT
kannada.txt,ತಾಯಿ ರುಚಿಯಾದ ಊಟ ಮಾಡಿದರು।,ತಾಯಿ ರುಚಿಯಾದ ಊಟ ಮಾಡಿದರು।,0.0,0.0,0.0,0.8269,CORRECT
kannada.txt,ಪ್ರಯಾಣಿಕರು ಬಸ್ಸಿಗಾಗಿ ಕಾಯುತ್ತಿದ್ದರು।,ಪ್ರಯಾಣಿಕರು ಬಸ್ಸಿಗಾಗಿ ಕಾಯುತ್ತಿದ್ದರು।,0.0,0.0,0.0,0.8771,CORRECT
kannada.txt,ಕಾಡಿನಲ್ಲಿ ಅನೇಕ ಕಾಡುಪ್ರಾಣಿಗಳು ಇವೆ।,ಕಾಡಿನಲ್ಲಿ ಅನೇಕ ಕಾಡುಪ್ರಾಣಿಗಳು ಇವೆ।,0.0,0.0,0.0,0.8723,CORRECT
kannada.txt,ನೀರನ್ನು ಉಳಿಸಬೇಕು।,ನೀರನ್ನು ಉಳಿಸಬೇಕು।,0.0,0.0,0.0,0.9973,CORRECT
kannada.txt,ಸೈನಿಕರು ಗಡಿಯಲ್ಲಿ ಕರ್ತವ್ಯ ನಿರ್ವಹಿಸುತ್ತಿದ್ದಾರೆ।,ಸೈನಿಕರು ಗಡಿಯಲ್ಲಿ ಕರ್ತವ್ಯ ನಿರ್ವಹಿಸುತ್ತಿದ್ದಾರೆ।,0.0,0.0,0.0,0.8616,CORRECT
kannada.txt,ನನಗೆ ಕನ್ನಡ ಭಾಷೆ ಬಹಳ ಇಷ್ಟ।,ನನಗೆ ಕನ್ನಡ ಭಾಷೆ ಬಹಳ ಇಷ್ಟ।,0.0,0.0,0.0,0.9121,CORRECT
kannada.txt,ಅವನು ಪ್ರತಿದಿನ ಪತ್ರಿಕೆ ಓದುತ್ತಾನೆ।,ಅವನು ಪ್ರತಿದಿನ ಪತ್ರಿಕೆ ಓದುತ್ತಾನೆ।,0.0,0.0,0.0,0.8693,CORRECT
kannada.txt,ವಿದ್ಯಾರ್ಥಿಗಳು ರಾಷ್ಟ್ರಗೀತೆ ಹಾಡಿದರು।,ವಿದ್ಯಾರ್ಥಿಗಳು ರಾಷ್ಟ್ರಗೀತೆ ಹಾಡಿದರು।,0.0,0.0,0.0,0.7862,CORRECT
kannada.txt,ಮಕ್ಕಳು ಮೃಗಾಲಯದಲ್ಲಿ ಆನೆ ಮತ್ತು ಸಿಂಹ ನೋಡಿದರು।,ಮಕ್ಕಳು ಮೃಗಾಲಯದಲ್ಲಿ ಆನೆ ಮತ್ತು ಸಿಂಹ ನೋಡಿದರು।,0.0,0.0,0.0,0.9122,CORRECT
kannada.txt,ಅಜ್ಜಿ ಮಕ್ಕಳಿಗೆ ಕಥೆ ಹೇಳುತ್ತಾಳೆ।,ಅಜ್ಜಿ ಮಕ್ಕಳಿಗೆ ಕಥೆ ಹೇಳುತ್ತಾಳೆ।,0.0,0.0,0.0,0.8256,CORRECT
kannada.txt,ಇಂದು ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ತುಂಬಾ ಜನರಿದ್ದರು।,ಇಂದು ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ತುಂಬಾ ಜನರಿದ್ದರು।,0.0,0.0,0.0,0.856,CORRECT
kannada.txt,ವಿಜ್ಞಾನಿಗಳು ಹೊಸ ಆವಿಷ್ಕಾರಗಳಲ್ಲಿ ತೊಡಗಿದ್ದಾರೆ।,ವಿಜ್ಞಾನಿಗಳು ಹೊಸ ಆವಿಷ್ಕಾರಗಳಲ್ಲಿ ತೊಡಗಿದ್ದಾರೆ।,0.0,0.0,0.0,0.8874,CORRECT
kannada.txt,ನಾವು ಆರೋಗ್ಯದ ಬಗ್ಗೆ ಕಾಳಜಿ ವಹಿಸಬೇಕು।,ನಾವು ಆರೋಗ್ಯದ ಬಗ್ಗೆ ಕಾಳಜಿ ವಹಿಸಬೇಕು।,0.0,0.0,0.0,0.8812,CORRECT
kannada.txt,ದೇವಾಲಯದ ಬಳಿ ದೊಡ್ಡ ಆಲದ ಮರ ಇದೆ।,ದೇವಾಲಯದ ಬಳಿ ದೊಡ್ಡ ಆಲದ ಮರ ಇದೆ।,0.0,0.0,0.0,0.857,CORRECT
kannada.txt,ವಿದ್ಯಾರ್ಥಿಗಳು ಕಂಪ್ಯೂಟರ್ ಕಲಿಯುತ್ತಿದ್ದಾರೆ।,ವಿದ್ಯಾರ್ಥಿಗಳು ಕಂಪ್ಯೂಟರ್ ಕಲಿಯುತ್ತಿದ್ದಾರೆ।,0.0,0.0,0.0,0.9946,CORRECT
maithili.txt,हम आइ विद्यालय जाए मे देरी कए देलिऐ।,हम आइ विद्यालय जाए मे देरी कए देलिऐ।,0.0,0.0,0.0,0.974,CORRECT
maithili.txt,राम रोज भोरे जल्दी उठि योग करैत अछि।,राम रोज भोरे जल्दी उठि योग करैत अछि।,0.0,0.0,0.0,0.9986,CORRECT
maithili.txt,भारत अनेक भाषा आ संस्कृति वाला देश अछि।,भारत अनेक भाषा आ संस्कृति वाला देश अछि।,0.0,0.0,0.0,0.9998,CORRECT
maithili.txt,बच्चा सभकेँ सदिखन सत्य बोलबाक चाही।,बच्चा सभकेँ सदिखन सत्य बोलबाक चाही।,0.0,0.0,0.0,0.8931,CORRECT
maithili.txt,आइ मौसम बहुत सुहावन अछि।,आइ मौसम बहुत सुहावन अछि।,0.0,0.0,0.0,0.9834,CORRECT
maithili.txt,किसान खेत मे गहूम काटि रहल अछि।,किसान खेत मे गहूम काटि रहल अछि।,0.0,0.0,0.0,0.9983,CORRECT
maithili.txt,हमरा सभकेँ माता-पिताक सम्मान करबाक चाही।,हमरा सभकेँ माता-पिताक सम्मान करबाक चाही।,0.0,0.0,0.0,0.9898,CORRECT
maithili.txt,ओ पुस्तकालय मे बैस पुस्तक पढ़ि रहल छथि।,ओ पुस्तकालय मे बैस पुस्तक पढ़ि रहल छथि।,0.0,0.0,0.0,0.9166,CORRECT
maithili.txt,रेलगाड़ी आइ देरी सँ पहुँचलक।,रेलगाड़ी आइ देरी सँ पहुँचलक।,0.0,0.0,0.0,0.9361,CORRECT
maithili.txt,डॉक्टर रोगीकेँ समय पर दवा लेबाक सलाह देलथि।,डॉक्टर रोगीकेँ समय पर दवा लेबाक सलाह देलथि।,0.0,0.0,0.0,0.9941,CORRECT
maithili.txt,गाछ सभ सँ स्वच्छ हवा भेटैत अछि।,गाछ सभ सँ स्वच्छ हवा भेटैत अछि।,0.0,0.0,0.0,0.9986,CORRECT
maithili.txt,छात्र सभ परीक्षा लेल मेहनत कए रहल छथि।,छात्र सभ परीक्षा लेल मेहनत कए रहल छथि।,0.0,0.0,0.0,0.9165,CORRECT
maithili.txt,वर्षा सँ नदीक जल बढ़ि गेल अछि।,वर्षा सँ नदीक जल बढ़ि गेल अछि।,0.0,0.0,0.0,0.9994,CORRECT
maithili.txt,ओ अपन मित्रकेँ जन्मदिनक शुभकामना देलथि।,ओ अपन मित्रकेँ जन्मदिनक शुभकामना देलथि।,0.0,0.0,0.0,0.9941,CORRECT
maithili.txt,गामक लोक सभ मिलि उत्सव मना रहल छथि।,गामक लोक सभ मिलि उत्सव मना रहल छथि।,0.0,0.0,0.0,0.8724,CORRECT
maithili.txt,हमरा गणितक प्रश्न हल करब नीक लगैत अछि।,हमरा गणितक प्रश्न हल करब नीक लगैत अछि।,0.0,0.0,0.0,0.985,CORRECT
maithili.txt,चिरैया भोरे मधुर आवाज करैत अछि।,चिरैया भोरे मधुर आवाज करैत अछि।,0.0,0.0,0.0,0.9996,CORRECT
maithili.txt,समयक सदुपयोग करबाक चाही।,समयक सदुपयोग करबाक चाही।,0.0,0.0,0.0,0.9982,CORRECT
maithili.txt,सूर्य पूर्व दिशा सँ निकलैत अछि।,सूर्य पूर्व दिशा सँ निकलैत अछि।,0.0,0.0,0.0,0.9996,CORRECT
maithili.txt,शिक्षक छात्र सभकेँ नव पाठ पढ़ौलनि।,शिक्षक छात्र सभकेँ नव पाठ पढ़ौलनि।,0.0,0.0,0.0,0.9819,CORRECT
maithili.txt,हमरा आम खाए बहुत पसंद अछि।,हमरा आम खाए बहुत पसंद अछि।,0.0,0.0,0.0,0.9434,CORRECT
maithili.txt,ओ अपन दादाजी संग बाजार गेल छलाह।,ओ अपन दादाजी संग बाजार गेल छलाह।,0.0,0.0,0.0,0.9965,CORRECT
maithili.txt,वर्षा सँ सड़क पर पानी भरि गेल।,वर्षा सँ सड़क पर पानी भरि गेल।,0.0,0.0,0.0,0.9968,CORRECT
maithili.txt,बच्चा सभ विद्यालय साफ कएलक।,बच्चा सभ विद्यालय साफ कएलक।,0.0,0.0,0.0,0.9588,CORRECT
maithili.txt,पर्यावरण बचाबए लेल गाछ लगाबए चाही।,पर्यावरण बचाबए लेल गाछ लगाबए चाही।,0.0,0.0,0.0,0.9953,CORRECT
maithili.txt,हमर बहिन रोज संगीतक अभ्यास करैत अछि।,हमर बहिन रोज संगीतक अभ्यास करैत अछि।,0.0,0.0,0.0,0.9995,CORRECT
maithili.txt,काल्हि राति आकाश मे बहुत तारा छल।,काल्हि राति आकाश मे बहुत तारा छल।,0.0,0.0,0.0,0.954,CORRECT
maithili.txt,पुलिस चोरकेँ पकड़ि लेलक।,पुलिस चोरकेँ पकड़ि लेलक।,0.0,0.0,0.0,0.9783,CORRECT
maithili.txt,पुस्तक पढ़ला सँ ज्ञान बढ़ैत अछि।,पुस्तक पढ़ला सँ ज्ञान बढ़ैत अछि।,0.0,0.0,0.0,0.984,CORRECT
maithili.txt,वृद्ध व्यक्ति धीरे-धीरे सड़क पार कए रहल छलाह।,वृद्ध व्यक्ति धीरे-धीरे सड़क पार कए रहल छलाह।,0.0,0.0,0.0,0.9958,CORRECT
maithili.txt,मोहन अपन मित्रकेँ उपहार देलक।,मोहन अपन मित्रकेँ उपहार देलक।,0.0,0.0,0.0,0.9951,CORRECT
maithili.txt,दोसरा लोकक सहायता करबाक चाही।,दोसरा लोकक सहायता करबाक चाही।,0.0,0.0,0.0,0.9838,CORRECT
maithili.txt,विद्यालय मे विज्ञान प्रदर्शनी लागल छल।,विद्यालय मे विज्ञान प्रदर्शनी लागल छल।,0.0,0.0,0.0,0.9995,CORRECT
maithili.txt,बच्चा सभ मैदान मे क्रिकेट खेलि रहल छल।,बच्चा सभ मैदान मे क्रिकेट खेलि रहल छल।,0.0,0.0,0.0,0.9994,CORRECT
maithili.txt,ओ परीक्षा मे प्रथम स्थान प्राप्त कएलक।,ओ परीक्षा मे प्रथम स्थान प्राप्त कएलक।,0.0,0.0,0.0,0.9959,CORRECT
maithili.txt,माय स्वादिष्ट भोजन बनेलनि।,माय स्वादिष्ट भोजन बनेलनि।,0.0,0.0,0.0,0.7782,CORRECT
maithili.txt,यात्री सभ बसक प्रतीक्षा कए रहल छलाह।,यात्री सभ बसक प्रतीक्षा कए रहल छलाह।,0.0,0.0,0.0,0.9957,CORRECT
maithili.txt,जंगल मे अनेक प्रकारक जनावर रहैत अछि।,जंगल मे अनेक प्रकारक जनावर रहैत अछि।,0.0,0.0,0.0,0.9994,CORRECT
maithili.txt,पानिक बचत करबाक चाही।,पानिक बचत करबाक चाही।,0.0,0.0,0.0,0.9968,CORRECT
maithili.txt,सैनिक सीमा पर तैनात छथि।,सैनिक सीमा पर तैनात छथि।,0.0,0.0,0.0,0.8548,CORRECT
maithili.txt,हमरा मैथिली भाषा बहुत प्रिय अछि।,हमरा मैथिली भाषा बहुत प्रिय अछि।,0.0,0.0,0.0,0.9988,CORRECT
maithili.txt,ओ प्रतिदिन समाचार पत्र पढ़ैत छथि।,ओ प्रतिदिन समाचार पत्र पढ़ैत छथि।,0.0,0.0,0.0,0.8867,CORRECT
maithili.txt,छात्र सभ राष्ट्रगान गाबि रहल छल।,छात्र सभ राष्ट्रगान गाबि रहल छल।,0.0,0.0,0.0,0.9862,CORRECT
maithili.txt,चिड़ियाघर मे बच्चा सभ हाथी देखने छल।,चिड़ियाघर मे बच्चा सभ हाथी देखने छल।,0.0,0.0,0.0,0.8905,CORRECT
maithili.txt,दादी बच्चा सभकेँ कथा सुनबैत छथि।,दादी बच्चा सभकेँ कथा सुनबैत छथि।,0.0,0.0,0.0,0.7527,CORRECT
maithili.txt,आइ बाजार मे बहुत भीड़ छल।,आइ बाजार मे बहुत भीड़ छल।,0.0,0.0,0.0,0.9692,CORRECT
maithili.txt,वैज्ञानिक नव खोज मे लागल छथि।,वैज्ञानिक नव खोज मे लागल छथि।,0.0,0.0,0.0,0.8812,CORRECT
maithili.txt,स्वास्थ्यक ध्यान राखबाक चाही।,स्वास्थ्यक ध्यान राखबाक चाही।,0.0,0.0,0.0,0.985,CORRECT
maithili.txt,मंदिर लग एकटा बरगदक गाछ अछि।,मंदिर लग एकटा बरगदक गाछ अछि।,0.0,0.0,0.0,0.9943,CORRECT
maithili.txt,विद्यार्थी कंप्यूटर सीखि रहल छथि।,विद्यार्थी कंप्यूटर सीखि रहल छथि।,0.0,0.0,0.0,0.8865,CORRECT
telugu.txt,నేను ఈరోజు పాఠశాలకు వెళ్లడానికి ఆలస్యమైంది।,నేను ఈరోజు పాఠశాలకు వెళ్లడానికి ఆలస్యమైంది।,0.0,0.0,0.0,0.8016,CORRECT
telugu.txt,రాము ప్రతిరోజూ ఉదయం త్వరగా లేచి యోగ చేస్తాడు।,రాము ప్రతిరోజూ ఉదయం త్వరగా లేచి యోగ చేస్తాడు।,0.0,0.0,0.0,0.9247,CORRECT
telugu.txt,భారత్ అనేక భాషలు మరియు సంస్కృతుల దేశం।,భారత్ అనేక భాషలు మరియు సంస్కృతుల దేశం।,0.0,0.0,0.0,0.8807,CORRECT
telugu.txt,పిల్లలు ఎప్పుడూ నిజం చెప్పాలి।,పిల్లలు ఎప్పుడూ నిజం చెప్పాలి।,0.0,0.0,0.0,0.8022,CORRECT
telugu.txt,ఈరోజు వాతావరణం చాలా చల్లగా ఉంది।,ఈరోజు వాతావరణం చాలా చల్లగా ఉంది।,0.0,0.0,0.0,0.9856,CORRECT
telugu.txt,రైతు పొలంలో గోధుమ కోస్తున్నాడు।,రైతు పొలంలో గోధుమ కోస్తున్నాడు।,0.0,0.0,0.0,0.868,CORRECT
telugu.txt,మనం మన తల్లిదండ్రులను గౌరవించాలి।,మనం మన తల్లిదండ్రులను గౌరవించాలి।,0.0,0.0,0.0,0.967,CORRECT
telugu.txt,ఆమె గ్రంథాలయంలో కూర్చొని పుస్తకం చదువుతోంది।,ఆమె గ్రంథాలయంలో కూర్చొని పుస్తకం చదువుతోంది।,0.0,0.0,0.0,0.9223,CORRECT
telugu.txt,రైలు ఈరోజు ఆలస్యంగా వచ్చింది।,రైలు ఈరోజు ఆలస్యంగా వచ్చింది।,0.0,0.0,0.0,0.9206,CORRECT
telugu.txt,డాక్టర్ రోగికి సమయానికి మందు తినమని చెప్పారు।,డాక్టర్ రోగికి సమయానికి మందు తినమని చెప్పారు।,0.0,0.0,0.0,0.8989,CORRECT
telugu.txt,చెట్లు మనకు స్వచ్ఛమైన గాలి ఇస్తాయి।,చెట్లు మనకు స్వచ్ఛమైన గాలి ఇస్తాయి।,0.0,0.0,0.0,0.8573,CORRECT
telugu.txt,విద్యార్థులు పరీక్షలకు కష్టపడుతున్నారు।,విద్యార్థులు పరీక్షలకు కష్టపడుతున్నారు।,0.0,0.0,0.0,0.9919,CORRECT
telugu.txt,వర్షం వల్ల నదిలో నీరు పెరిగింది।,వర్షం వల్ల నదిలో నీరు పెరిగింది।,0.0,0.0,0.0,0.8331,CORRECT
telugu.txt,అతను తన స్నేహితుడికి పుట్టినరోజు శుభాకాంక్షలు తెలిపాడు।,అతను తన స్నేహితుడికి పుట్టినరోజు శుభాకాంక్షలు తెలిపాడు।,0.0,0.0,0.0,0.9947,CORRECT
telugu.txt,గ్రామస్తులు కలిసి పండుగ జరుపుకుంటున్నారు।,గ్రామస్తులు కలిసి పండుగ జరుపుకుంటున్నారు।,0.0,0.0,0.0,0.6957,WRONG
telugu.txt,నాకు గణిత సమస్యలు పరిష్కరించడం ఇష్టం।,నాకు గణిత సమస్యలు పరిష్కరించడం ఇష్టం।,0.0,0.0,0.0,0.7818,CORRECT
telugu.txt,పక్షులు ఉదయం మధురంగా కూస్తాయి।,పక్షులు ఉదయం మధురంగా కూస్తాయి।,0.0,0.0,0.0,0.863,CORRECT
telugu.txt,సమయాన్ని సరిగ్గా ఉపయోగించాలి।,సమయాన్ని సరిగ్గా ఉపయోగించాలి।,0.0,0.0,0.0,0.9567,CORRECT
telugu.txt,సూర్యుడు తూర్పు దిశలో ఉదయిస్తాడు।,సూర్యుడు తూర్పు దిశలో ఉదయిస్తాడు।,0.0,0.0,0.0,0.9914,CORRECT
telugu.txt,గురువు విద్యార్థులకు కొత్త పాఠం చెప్పారు।,గురువు విద్యార్థులకు కొత్త పాఠం చెప్పారు।,0.0,0.0,0.0,0.7156,WRONG
telugu.txt,నాకు మామిడి పండు చాలా ఇష్టం।,నాకు మామిడి పండు చాలా ఇష్టం।,0.0,0.0,0.0,0.8333,CORRECT
telugu.txt,అతను తన తాతతో కలిసి మార్కెట్‌కు వెళ్లాడు।,అతను తన తాతతో కలిసి మార్కెట్‌కు వెళ్లాడు।,0.0,0.0,0.0,0.9164,CORRECT
telugu.txt,వర్షం కారణంగా రోడ్డుపై నీరు నిలిచింది।,వర్షం కారణంగా రోడ్డుపై నీరు నిలిచింది।,0.0,0.0,0.0,0.9615,CORRECT
telugu.txt,పిల్లలు పాఠశాలను శుభ్రం చేశారు।,పిల్లలు పాఠశాలను శుభ్రం చేశారు।,0.0,0.0,0.0,0.8096,CORRECT
telugu.txt,పర్యావరణాన్ని కాపాడటానికి చెట్లు నాటాలి।,పర్యావరణాన్ని కాపాడటానికి చెట్లు నాటాలి।,0.0,0.0,0.0,0.888,CORRECT
telugu.txt,నా అక్క ప్రతిరోజూ సంగీత సాధన చేస్తుంది।,నా అక్క ప్రతిరోజూ సంగీత సాధన చేస్తుంది।,0.0,0.0,0.0,0.8611,CORRECT
telugu.txt,నిన్న రాత్రి ఆకాశంలో చాలా నక్షత్రాలు కనిపించాయి।,నిన్న రాత్రి ఆకాశంలో చాలా నక్షత్రాలు కనిపించాయి।,0.0,0.0,0.0,0.9292,CORRECT
telugu.txt,పోలీసులు దొంగను పట్టుకున్నారు।,పోలీసులు దొంగను పట్టుకున్నారు।,0.0,0.0,0.0,0.8499,CORRECT
telugu.txt,పుస్తకాలు చదవడం వల్ల జ్ఞానం పెరుగుతుంది।,పుస్తకాలు చదవడం వల్ల జ్ఞానం పెరుగుతుంది।,0.0,0.0,0.0,0.8332,CORRECT
telugu.txt,వృద్ధుడు నెమ్మదిగా రోడ్డును దాటుతున్నాడు।,వృద్ధుడు నెమ్మదిగా రోడ్డును దాటుతున్నాడు।,0.0,0.0,0.0,0.991,CORRECT
telugu.txt,మోహన్ తన స్నేహితుడికి బహుమతి ఇచ్చాడు।,మోహన్ తన స్నేహితుడికి బహుమతి ఇచ్చాడు।,0.0,0.0,0.0,0.8986,CORRECT
telugu.txt,మనం ఇతరులకు సహాయం చేయాలి।,మనం ఇతరులకు సహాయం చేయాలి।,0.0,0.0,0.0,0.989,CORRECT
telugu.txt,పాఠశాలలో విజ్ఞాన ప్రదర్శన జరిగింది।,పాఠశాలలో విజ్ఞాన ప్రదర్శన జరిగింది।,0.0,0.0,0.0,0.7961,CORRECT
telugu.txt,పిల్లలు మైదానంలో క్రికెట్ ఆడుతున్నారు।,పిల్లలు మైదానంలో క్రికెట్ ఆడుతున్నారు।,0.0,0.0,0.0,0.8964,CORRECT
telugu.txt,అతను పరీక్షలో మొదటి స్థానం సాధించాడు।,అతను పరీక్షలో మొదటి స్థానం సాధించాడు।,0.0,0.0,0.0,0.831,CORRECT
telugu.txt,అమ్మ రుచికరమైన భోజనం చేసింది।,అమ్మ రుచికరమైన భోజనం చేసింది।,0.0,0.0,0.0,0.8359,CORRECT
telugu.txt,ప్రయాణికులు బస్సు కోసం ఎదురుచూస్తున్నారు।,ప్రయాణికులు బస్సు కోసం ఎదురుచూస్తున్నారు।,0.0,0.0,0.0,0.8905,CORRECT
telugu.txt,అడవిలో అనేక అడవి జంతువులు ఉన్నాయి।,అడవిలో అనేక అడవి జంతువులు ఉన్నాయి।,0.0,0.0,0.0,0.8329,CORRECT
telugu.txt,నీటిని ఆదా చేయాలి।,నీటిని ఆదా చేయాలి।,0.0,0.0,0.0,0.968,CORRECT
telugu.txt,సైనికులు సరిహద్దులో విధులు నిర్వహిస్తున్నారు।,సైనికులు సరిహద్దులో విధులు నిర్వహిస్తున్నారు।,0.0,0.0,0.0,0.932,CORRECT
telugu.txt,నాకు తెలుగు భాష చాలా ఇష్టం।,నాకు తెలుగు భాష చాలా ఇష్టం।,0.0,0.0,0.0,0.9668,CORRECT
telugu.txt,అతను ప్రతిరోజూ వార్తాపత్రిక చదువుతాడు।,అతను ప్రతిరోజూ వార్తాపత్రిక చదువుతాడు।,0.0,0.0,0.0,0.8378,CORRECT
telugu.txt,విద్యార్థులు జాతీయ గీతం పాడారు।,విద్యార్థులు జాతీయ గీతం పాడారు।,0.0,0.0,0.0,0.9002,CORRECT
telugu.txt,పిల్లలు జంతుప్రదర్శనశాలలో ఏనుగు మరియు సింహం చూశారు।,పిల్లలు జంతుప్రదర్శనశాలలో ఏనుగు మరియు సింహం చూశారు।,0.0,0.0,0.0,0.8652,CORRECT
telugu.txt,అమ్మమ్మ పిల్లలకు కథలు చెబుతుంది।,అమ్మమ్మ పిల్లలకు కథలు చెబుతుంది।,0.0,0.0,0.0,0.9894,CORRECT
telugu.txt,ఈరోజు మార్కెట్‌లో చాలా జనసందోహం ఉంది।,ఈరోజు మార్కెట్‌లో చాలా జనసందోహం ఉంది।,0.0,0.0,0.0,0.8977,CORRECT
telugu.txt,శాస్త్రవేత్తలు కొత్త ఆవిష్కరణలపై పనిచేస్తున్నారు।,శాస్త్రవేత్తలు కొత్త ఆవిష్కరణలపై పనిచేస్తున్నారు।,0.0,0.0,0.0,0.9135,CORRECT
telugu.txt,మన ఆరోగ్యాన్ని జాగ్రత్తగా చూసుకోవాలి।,మన ఆరోగ్యాన్ని జాగ్రత్తగా చూసుకోవాలి।,0.0,0.0,0.0,0.992,CORRECT
telugu.txt,దేవాలయం దగ్గర పెద్ద మర్రిచెట్టు ఉంది।,దేవాలయం దగ్గర పెద్ద మర్రిచెట్టు ఉంది।,0.0,0.0,0.0,0.8561,CORRECT
telugu.txt,విద్యార్థులు కంప్యూటర్ నేర్చుకుంటున్నారు।,విద్యార్థులు కంప్యూటర్ నేర్చుకుంటున్నారు।,0.0,0.0,0.0,0.7355,WRONG
